gene_ID,10-14 days,90 days,log2FC,log2ave,w,WAD
200664_s_at,6.2483030164904125,6.211631514154477,-0.03667150233593563,6.229967265322445,0.45937039661683515,-0.016845802572593948
200665_s_at,12.320762873268048,12.739833305284009,0.41907043201596217,12.530298089276029,0.9086066527279554,0.3807701824912816
200666_s_at,9.070262838022634,8.911341147793896,-0.1589216902287376,8.990801992908265,0.6562278460775487,-0.10428883847380789
200667_at,9.996800018780505,9.428299914209845,-0.5685001045706599,9.712549966495176,0.7076910734174914,-0.4023224492415664
200668_s_at,10.295074930076533,9.876650382223715,-0.4184245478528137,10.085862656150123,0.7343096113554917,-0.30725316711539696
200669_s_at,9.047989963495803,8.743801874115361,-0.3041880893804443,8.895895918805582,0.6494607015253934,-0.1975582099246924
200670_at,11.584083311781914,10.803551585232476,-0.7805317265494391,11.193817448507192,0.8133107744319609,-0.6348148629886399
200671_s_at,3.4046116715185635,3.787599697673497,0.38298802615493344,3.59610568459603,0.27156658937200323,0.10400675203321084
200672_x_at,5.596244977967857,5.9185007650636035,0.3222557870957461,5.757372871515731,0.4256727159608206,0.13717549612713822
200673_at,11.707656080478838,11.593922927876688,-0.11373315260215122,11.650789504177762,0.8458945261702588,-0.09620625123024645
200674_s_at,12.601479558076688,12.525181035580047,-0.07629852249664104,12.563330296828369,0.9109619679751294,-0.06950505220713481
200675_at,11.18795481499897,11.369167710856123,0.18121289585715417,11.278561262927546,0.8193533133053221,0.14847738663421156
200676_s_at,6.968585809008923,6.929012127116439,-0.03957368189248367,6.948798968062681,0.5106256833527725,-0.020207338359134713
200677_at,10.901476669416876,10.836311972110876,-0.06516469730599894,10.868894320763877,0.7901425863621597,-0.051489402468869266
200678_x_at,9.7290245756161,10.210990664477354,0.4819660888612525,9.970007620046728,0.7260487304390753,0.3499308669323989
200679_x_at,8.473034517672025,8.492998178844658,0.0199636611726337,8.483016348258342,0.6200209026195612,0.012377887219847434
200680_x_at,11.194909771293617,11.081111115788213,-0.1137986555054038,11.138010443540914,0.8093315341862728,-0.0921008404485236
200681_at,10.49530632177498,10.003986216785552,-0.4913201049894287,10.249646269280266,0.7459879722592078,-0.36651888885124495
200682_s_at,8.991219487129861,8.786392975800757,-0.20482651132910412,8.88880623146531,0.6489551813095924,-0.13292322579659005
200683_s_at,7.535280640221847,7.588327023305177,0.05304638308332965,7.561803831763513,0.5543351357040477,0.02940547396510644
200684_s_at,7.810973253241866,7.775769303100679,-0.03520395014118716,7.793371278171273,0.570846727804247,-0.020096059743880547
200685_at,6.048813473991632,6.1119587203908115,0.06314524639917973,6.080386097191221,0.4487047211414271,0.028333570176950647
200686_s_at,9.942459030241237,9.767826006683032,-0.17463302355820254,9.855142518462134,0.7178584354155981,-0.12536178906338658
200687_s_at,7.479363258389277,7.721544264607092,0.24218100621781513,7.600453761498185,0.557091014755184,0.13491686250831414
200688_at,7.063169196180144,7.221583467921348,0.15841427174120337,7.1423763320507465,0.5244284458895003,0.08307695033595627
200689_x_at,12.365364996997608,12.29180583389169,-0.07355916310591759,12.32858541544465,0.8942238133288477,-0.06577835533785231
200690_at,7.338057141873959,7.078366429214595,-0.2596907126593635,7.208211785544277,0.529122750597178,-0.1374082641868638
200691_s_at,9.913580991527787,9.54769579125498,-0.3658852002728068,9.730638391391384,0.7089808431940918,-0.25940559780165373
200692_s_at,8.575512905621922,8.10027849029809,-0.4752344153238326,8.337895697960006,0.6096732781144204,-0.28973772386327096
200693_at,10.964179531436551,10.819993280499972,-0.14418625093657944,10.89208640596826,0.7917962654815189,-0.11416613502536477
200694_s_at,8.847066968959242,8.985246179673725,0.13817921071448325,8.916156574316483,0.6509053591604289,0.0899415887786153
200695_at,8.197305450781073,8.059658449758544,-0.13764700102252905,8.128481950269808,0.5947413244409928,-0.08186435969346963
200696_s_at,9.697384759953994,10.320023355619124,0.6226385956651299,10.00870405778656,0.7288079256783135,0.4537839433539615
200697_at,9.161264337477045,9.062827845882143,-0.09843649159489765,9.112046091679597,0.6648729865518421,-0.0654477641523849
200698_at,9.190486595288329,9.425614976274344,0.2351283809860174,9.308050785781337,0.6788488264591213,0.15961662549959107
200699_at,10.1701065611776,10.31361681487783,0.14351025370023152,10.241861688027717,0.7454329036072582,0.10697726511317786
200700_s_at,9.955100306842102,9.882410903861071,-0.07268940298103033,9.918755605351588,0.7223942773884101,-0.05251040874027635
200701_at,10.306060752551875,10.56430781700067,0.25824706444879375,10.435184284776271,0.7592175003231656,0.19606569073660862
200702_s_at,5.802563723240778,6.149999251620818,0.3474355283800401,5.976281487430798,0.4412816879008752,0.15331693640027652
200703_at,11.631404840900396,11.384419303941922,-0.2469855369584728,11.507912072421158,0.835706851218163,-0.20640750538799255
200704_at,10.73183158365906,10.674092181078414,-0.05773940258064591,10.702961882368736,0.7783110064856533,-0.04493921253642284
200705_s_at,11.638723122672031,11.540659129706889,-0.09806399296514456,11.58969112618946,0.841537991989931,-0.08252457572640247
200706_s_at,9.741938572801333,9.718099166410196,-0.02383940639113468,9.730018869605765,0.7089366690617601,-0.016900629359340655
200707_at,6.940962878079754,7.256418370542386,0.3154554924626325,7.09869062431107,0.5213134977480595,0.16445120615953154
200708_at,9.708211475738809,9.114337133485115,-0.5938743422536898,9.41127430461196,0.6862090347462451,-0.4075219391584657
200709_at,9.562874094659346,9.774191700060006,0.21131760540066047,9.668532897359675,0.7045524980163018,0.14888434675985848
200710_at,9.250365886379882,9.370489414193942,0.12012352781406044,9.310427650286911,0.6790183054502416,0.08156607430100828
